,YEAR,MONTH,DAY,SST,Dates
3300,1990,1,14,12.19166667,1/14/90
3301,1990,1,15,12.26666667,1/15/90
3302,1990,1,16,12.21666667,1/16/90
3303,1990,1,17,12.07083333,1/17/90
3304,1990,1,18,12.0875,1/18/90
3305,1990,1,19,12.07083333,1/19/90
3306,1990,1,20,11.97083333,1/20/90
3307,1990,1,21,11.99583333,1/21/90
3308,1990,1,22,11.99583333,1/22/90
3309,1990,1,23,11.99565217,1/23/90
3310,1990,1,24,11.975,1/24/90
3311,1990,1,25,11.97916667,1/25/90
3312,1990,1,26,11.81666667,1/26/90
3313,1990,1,27,11.7375,1/27/90
3314,1990,1,28,11.64583333,1/28/90
3315,1990,1,29,11.6875,1/29/90
3316,1990,1,30,11.65833333,1/30/90
3317,1990,1,31,11.55833333,1/31/90
3318,1990,2,1,11.25416667,2/1/90
3319,1990,2,2,11.13333333,2/2/90
3320,1990,2,3,11.22083333,2/3/90
3321,1990,2,4,11.16666667,2/4/90
3322,1990,2,5,11.3,2/5/90
3323,1990,2,6,11.35652174,2/6/90
3324,1990,2,7,10.5625,2/7/90
3325,1990,2,8,10.525,2/8/90
3326,1990,2,9,10.88333333,2/9/90
3327,1990,2,10,10.825,2/10/90
3328,1990,2,11,10.74583333,2/11/90
3329,1990,2,12,10.4625,2/12/90
3330,1990,2,13,9.958333333,2/13/90
3331,1990,2,14,9.6375,2/14/90
3332,1990,2,15,9.479166667,2/15/90
3333,1990,2,16,9.891666667,2/16/90
3334,1990,2,17,9.433333333,2/17/90
3335,1990,2,18,9.433333333,2/18/90
3336,1990,2,19,9.7625,2/19/90
3337,1990,2,20,9.875,2/20/90
3338,1990,2,21,10.31666667,2/21/90
3339,1990,2,22,10.57083333,2/22/90
3340,1990,2,23,10.73478261,2/23/90
3341,1990,2,24,10.64166667,2/24/90
3342,1990,2,25,10.60416667,2/25/90
3343,1990,2,26,10.65416667,2/26/90
3344,1990,2,27,10.79166667,2/27/90
3345,1990,2,28,10.9125,2/28/90
3346,1990,3,1,10.7125,3/1/90
3347,1990,3,2,10.34166667,3/2/90
3348,1990,3,3,10.3875,3/3/90
3349,1990,3,4,10.49583333,3/4/90
3350,1990,3,5,10.075,3/5/90
3351,1990,3,6,10.33333333,3/6/90
3352,1990,3,7,10.57083333,3/7/90
3353,1990,3,8,10.43333333,3/8/90
3354,1990,3,9,9.795833333,3/9/90
3355,1990,3,10,9.833333333,3/10/90
3356,1990,3,11,9.816666667,3/11/90
3357,1990,3,12,9.6625,3/12/90
3358,1990,3,13,9.847826087,3/13/90
3359,1990,3,14,10.20833333,3/14/90
3360,1990,3,15,10.37916667,3/15/90
3361,1990,3,16,10.25416667,3/16/90
3362,1990,3,17,10.79130435,3/17/90
3363,1990,3,18,10.825,3/18/90
3364,1990,3,19,10.64583333,3/19/90
3365,1990,3,20,10.7125,3/20/90
3366,1990,3,21,10.52916667,3/21/90
3367,1990,3,22,10.55833333,3/22/90
3368,1990,3,23,10.47916667,3/23/90
3369,1990,3,24,10.29166667,3/24/90
3370,1990,3,25,10.125,3/25/90
3371,1990,3,26,9.8875,3/26/90
3372,1990,3,27,9.845833333,3/27/90
3373,1990,3,28,10.19583333,3/28/90
3374,1990,3,29,10.64166667,3/29/90
3375,1990,3,30,10.325,3/30/90
3376,1990,3,31,10.45416667,3/31/90
3377,1990,4,1,10.60416667,4/1/90
3378,1990,4,2,10.79130435,4/2/90
3379,1990,4,3,10.50869565,4/3/90
3380,1990,4,4,10.65714286,4/4/90
3381,1990,4,5,10.7125,4/5/90
3382,1990,4,6,10.88333333,4/6/90
3383,1990,4,7,11.49583333,4/7/90
3384,1990,4,8,11.67272727,4/8/90
3385,1990,4,9,11.9375,4/9/90
3386,1990,4,10,11.95833333,4/10/90
3387,1990,4,11,11.74583333,4/11/90
3388,1990,4,12,10.9375,4/12/90
3389,1990,4,13,10.5375,4/13/90
3390,1990,4,14,10.32916667,4/14/90
3391,1990,4,15,10.70434783,4/15/90
3392,1990,4,16,10.72916667,4/16/90
3393,1990,4,17,10.95416667,4/17/90
3394,1990,4,18,11.1875,4/18/90
3395,1990,4,19,11.52083333,4/19/90
3396,1990,4,20,11.075,4/20/90
3397,1990,4,21,10.9375,4/21/90
3398,1990,4,22,10.59166667,4/22/90
3399,1990,4,23,10.83333333,4/23/90
3400,1990,4,24,10.5375,4/24/90
3401,1990,4,25,10.0625,4/25/90
3402,1990,4,26,9.616666667,4/26/90
3403,1990,4,27,9.3625,4/27/90
3404,1990,4,28,9.433333333,4/28/90
3405,1990,4,29,9.373913043,4/29/90
3406,1990,4,30,9.339130435,4/30/90
3407,1990,5,1,9.582608696,5/1/90
3408,1990,5,2,9.45,5/2/90
3409,1990,5,3,9.847826087,5/3/90
3410,1990,5,4,11.59375,5/4/90
3411,1990,5,5,12.45416667,5/5/90
3412,1990,5,6,10.375,5/6/90
3413,1990,5,7,9.4,5/7/90
3414,1990,5,8,9.370833333,5/8/90
3415,1990,5,9,9.975,5/9/90
3416,1990,5,10,11.02916667,5/10/90
3417,1990,5,11,9.7625,5/11/90
3418,1990,5,12,9.575,5/12/90
3419,1990,5,13,9.643478261,5/13/90
3420,1990,5,14,9.404166667,5/14/90
3421,1990,5,15,9.208333333,5/15/90
3422,1990,5,16,9.358333333,5/16/90
3423,1990,5,17,9.458333333,5/17/90
3424,1990,5,18,9.279166667,5/18/90
3425,1990,5,19,9.916666667,5/19/90
3426,1990,5,20,10.04347826,5/20/90
3427,1990,5,21,10.57916667,5/21/90
3428,1990,5,22,10.225,5/22/90
3429,1990,5,23,10.90833333,5/23/90
3430,1990,5,24,10.55833333,5/24/90
3431,1990,5,25,10.40416667,5/25/90
3432,1990,5,26,10.4875,5/26/90
3433,1990,5,27,10.75833333,5/27/90
3434,1990,5,28,12.04166667,5/28/90
3435,1990,5,29,11.64583333,5/29/90
3436,1990,5,30,12.35416667,5/30/90
3437,1990,5,31,12.36666667,5/31/90
3438,1990,6,1,12.525,6/1/90
3439,1990,6,2,12.75416667,6/2/90
3440,1990,6,3,13.56666667,6/3/90
3441,1990,6,4,12.93333333,6/4/90
3442,1990,6,5,10.51666667,6/5/90
3443,1990,6,6,11.425,6/6/90
3444,1990,6,7,12.5125,6/7/90
3445,1990,6,8,10.85416667,6/8/90
3446,1990,6,9,9.879166667,6/9/90
3447,1990,6,10,9.85,6/10/90
3448,1990,6,11,9.5625,6/11/90
3449,1990,6,12,9.370833333,6/12/90
3450,1990,6,13,9.191666667,6/13/90
3451,1990,6,14,9.654166667,6/14/90
3452,1990,6,15,10.66666667,6/15/90
3453,1990,6,16,9.820833333,6/16/90
3454,1990,6,17,9.804545455,6/17/90
3455,1990,6,18,9.8375,6/18/90
3456,1990,6,19,10.19166667,6/19/90
3457,1990,6,20,11.73333333,6/20/90
3458,1990,6,21,11.4875,6/21/90
3459,1990,6,22,11.9,6/22/90
3460,1990,6,23,11.4875,6/23/90
3461,1990,6,24,10.48333333,6/24/90
3462,1990,6,25,10.29583333,6/25/90
3463,1990,6,26,10.36666667,6/26/90
3464,1990,6,27,10.36521739,6/27/90
3465,1990,6,28,10.75,6/28/90
3466,1990,6,29,10.39166667,6/29/90
3467,1990,6,30,9.454166667,6/30/90
3468,1990,7,1,9.879166667,7/1/90
3469,1990,7,2,10.23333333,7/2/90
3470,1990,7,3,10.02083333,7/3/90
3471,1990,7,4,11.175,7/4/90
3472,1990,7,5,14.7,7/5/90
3473,1990,7,6,14.85,7/6/90
3474,1990,7,7,10.94166667,7/7/90
3475,1990,7,8,10.32380952,7/8/90
3476,1990,7,9,11.7875,7/9/90
3477,1990,7,10,13.8625,7/10/90
3478,1990,7,11,14.55416667,7/11/90
3479,1990,7,12,14.23913043,7/12/90
3480,1990,7,13,12.47083333,7/13/90
3481,1990,7,14,11.69583333,7/14/90
3482,1990,7,15,11.09130435,7/15/90
3483,1990,7,16,13.1125,7/16/90
3484,1990,7,17,14.40416667,7/17/90
3485,1990,7,18,14.35833333,7/18/90
3486,1990,7,19,13.45217391,7/19/90
3487,1990,7,20,13.4625,7/20/90
3488,1990,7,21,12.5875,7/21/90
3489,1990,7,22,11.68333333,7/22/90
3490,1990,7,23,10.57916667,7/23/90
3491,1990,7,24,10.15833333,7/24/90
3492,1990,7,25,9.7875,7/25/90
3493,1990,7,26,9.979166667,7/26/90
3494,1990,7,27,10.75416667,7/27/90
3495,1990,7,28,10.93333333,7/28/90
3496,1990,7,29,11.47916667,7/29/90
3497,1990,7,30,11.6875,7/30/90
3498,1990,7,31,12.5,7/31/90
3499,1990,8,1,12.075,8/1/90
3500,1990,8,2,11.81666667,8/2/90
3501,1990,8,3,12.12916667,8/3/90
3502,1990,8,4,12.5125,8/4/90
3503,1990,8,5,13.125,8/5/90
3504,1990,8,6,13.0625,8/6/90
3505,1990,8,7,13.35416667,8/7/90
3506,1990,8,8,13.94583333,8/8/90
3507,1990,8,9,13.575,8/9/90
3508,1990,8,10,13.17916667,8/10/90
3509,1990,8,11,12.93333333,8/11/90
3510,1990,8,12,12.725,8/12/90
3511,1990,8,13,12.62608696,8/13/90
3512,1990,8,14,12.02916667,8/14/90
3513,1990,8,15,12.05833333,8/15/90
3514,1990,8,16,12.59166667,8/16/90
3515,1990,8,17,13.4375,8/17/90
3516,1990,8,18,13.80416667,8/18/90
3517,1990,8,19,13.8875,8/19/90
3518,1990,8,20,13.44583333,8/20/90
3519,1990,8,21,13.69583333,8/21/90
3520,1990,8,22,13.29583333,8/22/90
3521,1990,8,23,12.9,8/23/90
3522,1990,8,24,12.0625,8/24/90
3523,1990,8,25,12.52916667,8/25/90
3524,1990,8,26,13.3625,8/26/90
3525,1990,8,27,13.2875,8/27/90
3526,1990,8,28,14.4625,8/28/90
3527,1990,8,29,14.40416667,8/29/90
3528,1990,8,30,15.24166667,8/30/90
3529,1990,8,31,14.90416667,8/31/90
3530,1990,9,1,13.54166667,9/1/90
3531,1990,9,2,13.27916667,9/2/90
3532,1990,9,3,12.75833333,9/3/90
3533,1990,9,4,13.80833333,9/4/90
3534,1990,9,5,13.56666667,9/5/90
3535,1990,9,6,13.25833333,9/6/90
3536,1990,9,7,12.5375,9/7/90
3537,1990,9,8,12.26666667,9/8/90
3538,1990,9,9,12.5875,9/9/90
3539,1990,9,10,11.98333333,9/10/90
3540,1990,9,11,11.45416667,9/11/90
3541,1990,9,12,11.09166667,9/12/90
3542,1990,9,13,11.05652174,9/13/90
3543,1990,9,14,12.6,9/14/90
3544,1990,9,15,12.9375,9/15/90
3545,1990,9,16,11.91666667,9/16/90
3546,1990,9,17,11.25,9/17/90
3547,1990,9,18,10.76818182,9/18/90
3548,1990,9,19,10.625,9/19/90
3549,1990,9,20,11.17083333,9/20/90
3550,1990,9,21,11.53913043,9/21/90
3551,1990,9,22,13.125,9/22/90
3552,1990,9,23,13.93636364,9/23/90
3553,1990,9,24,14.22916667,9/24/90
3554,1990,9,25,15.14583333,9/25/90
3555,1990,9,26,14.1125,9/26/90
3556,1990,9,27,13.52083333,9/27/90
3557,1990,9,28,13.6,9/28/90
3558,1990,9,29,13.4875,9/29/90
3559,1990,9,30,13.70833333,9/30/90
3560,1990,10,1,13.17916667,10/1/90
3561,1990,10,2,12.49166667,10/2/90
3562,1990,10,3,12.3,10/3/90
3563,1990,10,4,12.425,10/4/90
3564,1990,10,5,12.32083333,10/5/90
3565,1990,10,6,11.9375,10/6/90
3566,1990,10,7,11.88333333,10/7/90
3567,1990,10,8,12.17826087,10/8/90
3568,1990,10,9,12.13333333,10/9/90
3569,1990,10,10,12.375,10/10/90
3570,1990,10,11,12.63333333,10/11/90
3571,1990,10,12,12.71666667,10/12/90
3572,1990,10,13,12.3625,10/13/90
3573,1990,10,14,12.22272727,10/14/90
3574,1990,10,15,11.9875,10/15/90
3575,1990,10,16,11.15,10/16/90
3576,1990,10,17,10.91666667,10/17/90
3577,1990,10,18,11.22083333,10/18/90
3578,1990,10,19,11.56666667,10/19/90
3579,1990,10,20,11.91666667,10/20/90
3580,1990,10,21,12.025,10/21/90
3581,1990,10,22,12.62916667,10/22/90
3582,1990,10,23,11.85833333,10/23/90
3583,1990,10,24,11.91666667,10/24/90
3584,1990,10,25,12.15833333,10/25/90
3585,1990,10,26,12.0875,10/26/90
3586,1990,10,27,12.29583333,10/27/90
3587,1990,10,28,12.10434783,10/28/90
3588,1990,10,29,11.85833333,10/29/90
3589,1990,10,30,12.32083333,10/30/90
3590,1990,10,31,12.54583333,10/31/90
3591,1990,11,1,11.93333333,11/1/90
3592,1990,11,2,11.59583333,11/2/90
3593,1990,11,3,11.4375,11/3/90
3594,1990,11,4,11.225,11/4/90
3595,1990,11,5,11.23333333,11/5/90
3596,1990,11,6,11.05,11/6/90
3597,1990,11,7,11.28333333,11/7/90
3598,1990,11,8,11.15833333,11/8/90
3599,1990,11,9,11.13181818,11/9/90
3600,1990,11,10,11.0625,11/10/90
3601,1990,11,11,11.26666667,11/11/90
3602,1990,11,12,11.68333333,11/12/90
3603,1990,11,13,11.85833333,11/13/90
3604,1990,11,14,11.60833333,11/14/90
3605,1990,11,15,11.25416667,11/15/90
3606,1990,11,16,11.44166667,11/16/90
3607,1990,11,17,11.3,11/17/90
3608,1990,11,18,11.24583333,11/18/90
3609,1990,11,19,11.6875,11/19/90
3610,1990,11,20,11.33333333,11/20/90
3611,1990,11,21,11.31666667,11/21/90
3612,1990,11,22,12.29583333,11/22/90
3613,1990,11,23,12.0375,11/23/90
3614,1990,11,24,12.04166667,11/24/90
3615,1990,11,25,11.81666667,11/25/90
3616,1990,11,26,11.32083333,11/26/90
3617,1990,11,27,11.11666667,11/27/90
3618,1990,11,28,11.79166667,11/28/90
3619,1990,11,29,12.43333333,11/29/90
3620,1990,11,30,12.30833333,11/30/90
3621,1990,12,1,11.57916667,12/1/90
3622,1990,12,2,11.13333333,12/2/90
3623,1990,12,3,10.96956522,12/3/90
3624,1990,12,4,10.96666667,12/4/90
3625,1990,12,5,11.2375,12/5/90
3626,1990,12,6,10.85416667,12/6/90
3627,1990,12,7,10.49166667,12/7/90
3628,1990,12,8,10.7375,12/8/90
3629,1990,12,9,10.82608696,12/9/90
3630,1990,12,10,10.89166667,12/10/90
3631,1990,12,11,11.1375,12/11/90
3632,1990,12,12,10.675,12/12/90
3633,1990,12,13,10.5,12/13/90
3634,1990,12,14,10.35416667,12/14/90
3635,1990,12,15,10.71666667,12/15/90
3636,1990,12,16,10.69166667,12/16/90
3637,1990,12,17,10.55416667,12/17/90
3638,1990,12,18,10.57083333,12/18/90
3639,1990,12,19,10.65833333,12/19/90
3640,1990,12,20,10.23333333,12/20/90
3641,1990,12,21,10.31304348,12/21/90
3642,1990,12,22,10.27916667,12/22/90
3643,1990,12,23,10.1625,12/23/90
3644,1990,12,24,9.941666667,12/24/90
3645,1990,12,25,10.00416667,12/25/90
3646,1990,12,26,9.925,12/26/90
3647,1990,12,27,10.575,12/27/90
3648,1990,12,28,10.42083333,12/28/90
3649,1990,12,29,9.975,12/29/90
3650,1990,12,30,9.658333333,12/30/90
3651,1990,12,31,9.541666667,12/31/90
3652,1991,1,1,9.572727273,1/1/91
3653,1991,1,2,9.558333333,1/2/91
3654,1991,1,3,9.841666667,1/3/91
3655,1991,1,4,10.29166667,1/4/91
3656,1991,1,5,10.19166667,1/5/91
3657,1991,1,6,10.275,1/6/91
3658,1991,1,7,10.14583333,1/7/91
3659,1991,1,8,10.225,1/8/91
3660,1991,1,9,10.0875,1/9/91
3661,1991,1,10,10.26086957,1/10/91
3662,1991,1,11,10.44583333,1/11/91
3663,1991,1,12,10.62916667,1/12/91
3664,1991,1,13,10.74583333,1/13/91
3665,1991,1,14,11.00416667,1/14/91
3666,1991,1,15,10.33333333,1/15/91
3667,1991,1,16,10.30416667,1/16/91
3668,1991,1,17,10.55416667,1/17/91
3669,1991,1,18,10.875,1/18/91
3670,1991,1,19,10.84166667,1/19/91
3671,1991,1,20,10.62083333,1/20/91
3672,1991,1,21,10.3625,1/21/91
3673,1991,1,22,10.4,1/22/91
3674,1991,1,23,10.38333333,1/23/91
3675,1991,1,24,10.45833333,1/24/91
3676,1991,1,25,10.58333333,1/25/91
3677,1991,1,26,10.8,1/26/91
3678,1991,1,27,10.77826087,1/27/91
3679,1991,1,28,10.86666667,1/28/91
3680,1991,1,29,10.84583333,1/29/91
3681,1991,1,30,10.94166667,1/30/91
3682,1991,1,31,11.01666667,1/31/91
3683,1991,2,1,11.09583333,2/1/91
3684,1991,2,2,11.0625,2/2/91
3685,1991,2,3,11.32083333,2/3/91
3686,1991,2,4,11.69166667,2/4/91
3687,1991,2,5,11.7125,2/5/91
3688,1991,2,6,11.8,2/6/91
3689,1991,2,7,11.90833333,2/7/91
3690,1991,2,8,12.0375,2/8/91
3691,1991,2,9,12.05416667,2/9/91
3692,1991,2,10,11.95,2/10/91
3693,1991,2,11,12.0125,2/11/91
3694,1991,2,12,11.89565217,2/12/91
3695,1991,2,13,11.875,2/13/91
3696,1991,2,14,11.6625,2/14/91
3697,1991,2,15,11.39583333,2/15/91
3698,1991,2,16,11.48333333,2/16/91
3699,1991,2,17,11.33333333,2/17/91
3700,1991,2,18,11.15833333,2/18/91
3701,1991,2,19,10.9625,2/19/91
3702,1991,2,20,10.73333333,2/20/91
3703,1991,2,21,10.82083333,2/21/91
3704,1991,2,22,11.64166667,2/22/91
3705,1991,2,23,11.20416667,2/23/91
3706,1991,2,24,11.1,2/24/91
3707,1991,2,25,11.22916667,2/25/91
3708,1991,2,26,11.45,2/26/91
3709,1991,2,27,11.09166667,2/27/91
3710,1991,2,28,10.88333333,2/28/91
3711,1991,3,1,11.40833333,3/1/91
3712,1991,3,2,11.575,3/2/91
3713,1991,3,3,11.9875,3/3/91
3714,1991,3,4,12.05,3/4/91
3715,1991,3,5,11.85416667,3/5/91
3716,1991,3,6,11.67083333,3/6/91
3717,1991,3,7,11.8125,3/7/91
3718,1991,3,8,11.95217391,3/8/91
3719,1991,3,9,11.94166667,3/9/91
3720,1991,3,10,11.56666667,3/10/91
3721,1991,3,11,11.43333333,3/11/91
3722,1991,3,12,11.52916667,3/12/91
3723,1991,3,13,11.475,3/13/91
3724,1991,3,14,11.375,3/14/91
3725,1991,3,15,10.82916667,3/15/91
3726,1991,3,16,10.35833333,3/16/91
3727,1991,3,17,10.5125,3/17/91
3728,1991,3,18,10.57916667,3/18/91
3729,1991,3,19,10.87083333,3/19/91
3730,1991,3,20,11.25416667,3/20/91
3731,1991,3,21,10.675,3/21/91
3732,1991,3,22,10.54166667,3/22/91
3733,1991,3,23,10.92916667,3/23/91
3734,1991,3,24,10.9826087,3/24/91
3735,1991,3,25,10.79166667,3/25/91
3736,1991,3,26,10.45416667,3/26/91
3737,1991,3,27,10.7,3/27/91
3738,1991,3,28,10.79583333,3/28/91
3739,1991,3,29,10.99166667,3/29/91
3740,1991,3,30,11.07916667,3/30/91
3741,1991,3,31,11.06666667,3/31/91
3742,1991,4,1,11.27083333,4/1/91
3743,1991,4,2,11.62916667,4/2/91
3744,1991,4,3,11.26666667,4/3/91
3745,1991,4,4,11.39583333,4/4/91
3746,1991,4,5,11.60833333,4/5/91
3747,1991,4,6,11.90416667,4/6/91
3748,1991,4,7,11.28333333,4/7/91
3749,1991,4,8,10.3125,4/8/91
3750,1991,4,9,10.09583333,4/9/91
3751,1991,4,10,10.21666667,4/10/91
3752,1991,4,11,9.683333333,4/11/91
3753,1991,4,12,9.654166667,4/12/91
3754,1991,4,13,9.641666667,4/13/91
3755,1991,4,14,9.408333333,4/14/91
3756,1991,4,15,9.258333333,4/15/91
3757,1991,4,16,9.5,4/16/91
3758,1991,4,17,9.829166667,4/17/91
3759,1991,4,18,10.55416667,4/18/91
3760,1991,4,19,10.94583333,4/19/91
3761,1991,4,20,11.15833333,4/20/91
3762,1991,4,21,11.19583333,4/21/91
3763,1991,4,22,10.2,4/22/91
3764,1991,4,23,10.05,4/23/91
3765,1991,4,24,10.4625,4/24/91
3766,1991,4,25,10.4125,4/25/91
3767,1991,4,26,10.27916667,4/26/91
3768,1991,4,27,10,4/27/91
3769,1991,4,28,9.333333333,4/28/91
3770,1991,4,29,9.316666667,4/29/91
3771,1991,4,30,9.475,4/30/91
3772,1991,5,1,9.579166667,5/1/91
3773,1991,5,2,10.02083333,5/2/91
3774,1991,5,3,10.73333333,5/3/91
3775,1991,5,4,11.10416667,5/4/91
3776,1991,5,5,11.025,5/5/91
3777,1991,5,6,10.1,5/6/91
3778,1991,5,7,9.9,5/7/91
3779,1991,5,8,9.7,5/8/91
3780,1991,5,9,9.739130435,5/9/91
3781,1991,5,10,9.283333333,5/10/91
3782,1991,5,11,9.333333333,5/11/91
3783,1991,5,12,9.520833333,5/12/91
3784,1991,5,13,10.375,5/13/91
3785,1991,5,14,10.35833333,5/14/91
3786,1991,5,15,9.195833333,5/15/91
3787,1991,5,16,9.179166667,5/16/91
3788,1991,5,17,8.958333333,5/17/91
3789,1991,5,18,8.858333333,5/18/91
3790,1991,5,19,8.9625,5/19/91
3791,1991,5,20,9.245833333,5/20/91
3792,1991,5,21,9.4125,5/21/91
3793,1991,5,22,9.154166667,5/22/91
3794,1991,5,23,9.3125,5/23/91
3795,1991,5,24,9.308333333,5/24/91
3796,1991,5,25,8.991666667,5/25/91
3797,1991,5,26,8.866666667,5/26/91
3798,1991,5,27,8.9125,5/27/91
3799,1991,5,28,8.641666667,5/28/91
3800,1991,5,29,8.613043478,5/29/91
3801,1991,5,30,8.829166667,5/30/91
3802,1991,5,31,8.791666667,5/31/91
3803,1991,6,1,8.808333333,6/1/91
3804,1991,6,2,9.591666667,6/2/91
3805,1991,6,3,9.704166667,6/3/91
3806,1991,6,4,9.708333333,6/4/91
3807,1991,6,5,9.970833333,6/5/91
3808,1991,6,6,10.39166667,6/6/91
3809,1991,6,7,10.7,6/7/91
3810,1991,6,8,10.2,6/8/91
3811,1991,6,9,9.8375,6/9/91
3812,1991,6,10,9.875,6/10/91
3813,1991,6,11,9.808333333,6/11/91
3814,1991,6,12,9.933333333,6/12/91
3815,1991,6,13,9.195833333,6/13/91
3816,1991,6,14,9.254166667,6/14/91
3817,1991,6,15,9.075,6/15/91
3818,1991,6,16,9.154166667,6/16/91
3819,1991,6,17,9.433333333,6/17/91
3820,1991,6,18,9.6,6/18/91
3821,1991,6,19,9.2125,6/19/91
3822,1991,6,20,9.133333333,6/20/91
3823,1991,6,21,9.204166667,6/21/91
3824,1991,6,22,8.995833333,6/22/91
3825,1991,6,23,9.05,6/23/91
3826,1991,6,24,9.341666667,6/24/91
3827,1991,6,25,9.5375,6/25/91
3828,1991,6,26,9.675,6/26/91
3829,1991,6,27,10.29583333,6/27/91
3830,1991,6,28,11.01666667,6/28/91
3831,1991,6,29,12.78333333,6/29/91
3832,1991,6,30,11.95833333,6/30/91
3833,1991,7,1,10.69583333,7/1/91
3834,1991,7,2,10.74166667,7/2/91
3835,1991,7,3,12.00416667,7/3/91
3836,1991,7,4,11.01666667,7/4/91
3837,1991,7,5,11.24166667,7/5/91
3838,1991,7,6,12.0875,7/6/91
3839,1991,7,7,12.29583333,7/7/91
3840,1991,7,8,12.46666667,7/8/91
3841,1991,7,9,11.82083333,7/9/91
3842,1991,7,10,11.64166667,7/10/91
3843,1991,7,11,11.55217391,7/11/91
3844,1991,7,12,11.375,7/12/91
3845,1991,7,13,11.06666667,7/13/91
3846,1991,7,14,11.2875,7/14/91
3847,1991,7,15,11.02916667,7/15/91
3848,1991,7,16,11.18333333,7/16/91
3849,1991,7,17,11.6375,7/17/91
3850,1991,7,18,11.09166667,7/18/91
3851,1991,7,19,11.89166667,7/19/91
3852,1991,7,20,12.05833333,7/20/91
3853,1991,7,21,12.2375,7/21/91
3854,1991,7,22,12.10833333,7/22/91
3855,1991,7,23,12.45416667,7/23/91
3856,1991,7,24,12.375,7/24/91
3857,1991,7,25,11.69583333,7/25/91
3858,1991,7,26,11.58333333,7/26/91
3859,1991,7,27,11.44583333,7/27/91
3860,1991,7,28,12.03333333,7/28/91
3861,1991,7,29,11.825,7/29/91
3862,1991,7,30,12.65416667,7/30/91
3863,1991,7,31,13.60833333,7/31/91
3864,1991,8,1,13.2875,8/1/91
3865,1991,8,2,12.325,8/2/91
3866,1991,8,3,12.39166667,8/3/91
3867,1991,8,4,12.575,8/4/91
3868,1991,8,5,12.5,8/5/91
3869,1991,8,6,12.13333333,8/6/91
3870,1991,8,7,12.7125,8/7/91
3871,1991,8,8,13.47083333,8/8/91
3872,1991,8,9,13.20833333,8/9/91
3873,1991,8,10,12.32608696,8/10/91
3874,1991,8,11,12.7625,8/11/91
3875,1991,8,12,12.65,8/12/91
3876,1991,8,13,13.14166667,8/13/91
3877,1991,8,14,12.54166667,8/14/91
3878,1991,8,15,12.88333333,8/15/91
3879,1991,8,16,13.32916667,8/16/91
3880,1991,8,17,13.4375,8/17/91
3881,1991,8,18,13.4375,8/18/91
3882,1991,8,19,13.14166667,8/19/91
3883,1991,8,20,13.2875,8/20/91
3884,1991,8,21,12.97619048,8/21/91
3885,1991,8,22,13.22272727,8/22/91
3886,1991,8,23,13.19583333,8/23/91
3887,1991,8,24,12.66666667,8/24/91
3888,1991,8,25,12.3173913,8/25/91
3889,1991,8,26,11.625,8/26/91
3890,1991,8,27,11.9375,8/27/91
3891,1991,8,28,12.54166667,8/28/91
3892,1991,8,29,13.32083333,8/29/91
3893,1991,8,30,13.69166667,8/30/91
3894,1991,8,31,13.125,8/31/91
3895,1991,9,1,12.89166667,9/1/91
3896,1991,9,2,12.34583333,9/2/91
3897,1991,9,3,12.99583333,9/3/91
3898,1991,9,4,12.875,9/4/91
3899,1991,9,5,12.09166667,9/5/91
3900,1991,9,6,12.41666667,9/6/91
3901,1991,9,7,12.77083333,9/7/91
3902,1991,9,8,12.07083333,9/8/91
3903,1991,9,9,11.675,9/9/91
3904,1991,9,10,11.8875,9/10/91
3905,1991,9,11,12.22916667,9/11/91
3906,1991,9,12,12.05833333,9/12/91
3907,1991,9,13,12.2,9/13/91
3908,1991,9,14,12.46666667,9/14/91
3909,1991,9,15,12.63333333,9/15/91
3910,1991,9,16,12.67916667,9/16/91
3911,1991,9,17,12.47916667,9/17/91
3912,1991,9,18,12.95,9/18/91
3913,1991,9,19,12.975,9/19/91
3914,1991,9,20,13.48333333,9/20/91
3915,1991,9,21,13.42916667,9/21/91
3916,1991,9,22,14.14166667,9/22/91
3917,1991,9,23,14.1625,9/23/91
3918,1991,9,24,14.24166667,9/24/91
3919,1991,9,25,14.23333333,9/25/91
3920,1991,9,26,14.09166667,9/26/91
3921,1991,9,27,14.02916667,9/27/91
3922,1991,9,28,13.86666667,9/28/91
3923,1991,9,29,13.575,9/29/91
3924,1991,9,30,13.70833333,9/30/91
3925,1991,10,1,14.04583333,10/1/91
3926,1991,10,2,13.97083333,10/2/91
3927,1991,10,3,14.1375,10/3/91
3928,1991,10,4,14.25,10/4/91
3929,1991,10,5,13.79583333,10/5/91
3930,1991,10,6,13.6375,10/6/91
3931,1991,10,7,13.65833333,10/7/91
3932,1991,10,8,13.675,10/8/91
3933,1991,10,9,13.45,10/9/91
3934,1991,10,10,13.58333333,10/10/91
3935,1991,10,11,14.00869565,10/11/91
3936,1991,10,12,14.12916667,10/12/91
3937,1991,10,13,14.375,10/13/91
3938,1991,10,14,14.57083333,10/14/91
3939,1991,10,15,14.31666667,10/15/91
3940,1991,10,16,13.94583333,10/16/91
3941,1991,10,17,14.07083333,10/17/91
3942,1991,10,18,14.74583333,10/18/91
3943,1991,10,19,14.69166667,10/19/91
3944,1991,10,20,14.64583333,10/20/91
3945,1991,10,21,14.73913043,10/21/91
3946,1991,10,22,14.67083333,10/22/91
3947,1991,10,23,13.93333333,10/23/91
3948,1991,10,24,13.55,10/24/91
